song title,artist/band name,year,lyrics url,song_lyrics
Uncle John's Band,Jimmy Buffett,1994,https://www.azlyrics.com/lyrics/jimmybuffett/unclejohnsband.html,"Well the first days are the hardest days
Don't you worry any more
Cause when life looks like easy street
There is danger at the door
Think this through with me, let me know your mind
Oh oh all I want to know is are you kind

It's a buck dancer's choice my friend
You better take my advice
You know all the rules by now
And the fire from the ice
Will you come with me, won't you come with me
Oh oh all I want to know, will you come with me

God damn I declare have you seen the like
Their walls are built with cannon balls
Their motto is don't tread on me
Come hear Uncle John's band playing to the tide
Come on along or go alone,
He's come to take his children home

It's the same story the crow told me
It's the only one he knows
Like the morning sun you come and like the wind you go
Ain't no time to hate, barely time to wait
Oh oh all I want to know where does the time go

I live in a silver mine and I call it Beggar's Tomb
I've got me a violin and I beg you call the tune
Any body's choice, I can hear your voice
Oh oh all I want to know how does the song go

Come hear Uncle John's band by the river side
Got some things to talk about
Here beside the rising tide
Come hear Uncle John's band playing to the tide
Come on along or go alone
He's come to take his children home
"
G's,Scarface,1994,https://www.azlyrics.com/lyrics/scarface/gs.html,"(And meanwhile, on the Southside of town...)

[Chorus:]

Now when you're rollin' through yo' muthafuckin' hood, 
what do you see?
(I see some muthafuckin' G's)
Now when you're rollin' through yo' muthafuckin' hood, 
tell me what you see?
(Some muthafuckin' G's)

[verse 1]
Roamin' in my muthafuckin' hood and thangs
Seems to me my mutherfuckin' hood done changed
Cause niggas used to kick it with the rival gangs
But now we gots to deal with them survival thangs
.45 in my lap when I'm on the creep
Niggas livin' shife, so I roll one deep
Cause now they see me flippin' in the 1-9-9-4
C.S.I. nigga, black 850
And now they lookin' at me crazy
But off-brand niggas can suck a dick because they can't fade me
And if it came down to the gun, black
I never cracked up on the pressure, cause I was trained for combat
So get yo' muthafuckin' boys together
I represent S.A., nigga, and we makin' noise forever
And gettin' paid at the same time
So you respect a muthafucka when a muthafucka claim mine
Cause if you disrespect, you ass out
And they we rolling through yo' shit in the glasshouse
Actin' bad with the flashers on
Makin' niggas get they asses on
Cause ain't no mutherfuckin' love for fools
Who come around this muthafucka trying to scrub, you fools
It ain't no haps on it, hops
We snaps on the cops
And straps on the glocks
And take the law into our own hands
Cause you ain't fucking with a rookin, nigga, you fucking with a grown man
And we gon' show you what we mean by funk
Muthafucka, you ain't see my trunk
I got a (SK) and a (AK)
And a (12 gauge) that'll fuck a nigga whole day
So recognize a real nigga from the streets
When you rolling through yo' mutherfuckin' hood, what do you see? 

[Chorus...]

[verse 2]
Hollerin at my homie at the swisher house
Scope a 40 bag and we hit the spot
Put my shit in park and got up under the tree
Pull the swishers out and gave the ganja to 3
Rapped us up a fattie and we started to smoke
Eyes gettin' red cause we higher than coke
A nigga chillin' cause it's all good
And we ain't trippin' on the bullshit, nigga, because we all hood
But other niggas don't wanna see it that way
But all I got to say is: you don't wanna see that S.A.
Because we're all upon a mission
Killin don't make us no different
And dyin don't make it no different
Cause I done been to mo' wakes in this past year
Than the muthafuckin Bingos lost last year
So ain't no muthafuckin' thang for me
To kill a nigga who ain't fuckin' with the gang with me

[Chorus...]

[verse 3]
Formaldehyde smokin, niggas gettin' loc'ed and
Ready to pull your coat and leave your stomach open
Scoping, hoping for you to fuck up and slip
So we can have a reason for fuckin' up your shit
(It ain't no muthafuckin' peace when they see me)
Cause we never had a muthafuckin' peace treaty
So I know I got to get em with game
And when I hit em with the game I gotta hit em with this damn thang
Cause it's kill or be killed, never cut slack
And if you cut slack, they bust back, fuck that
I never give a second chance to pull the first gun
Cause if they bust one time, that be the worst one
And that's the one that can close the shop
So you gotta stand and hold the glock
Cause in my muthafuckin' hood, that's how it be
But when you're rollin' through your muthafucking hood, what do YOU see?

[Chorus...]
"
Love Has A Hold On Me,"Grant, Amy",1994,https://www.azlyrics.com/lyrics/amygrant/lovehasaholdonme.html,"I have found the perfect mystery
Love has a hold on me
Long before my life had come to be
Love had a hold on me
Love has a hold on me

Where do I come from
What does life mean
Is it not to know the one who made me

As I'm looking down the road ahead
Love has a hold on me
Someday when I breathe my dying breath
Love has a hold on me
Love has a hold on me

Where will I go
When this life is through
Back into the light that made me and you

Love has a hold on me
Something opened up my eyes to see
Love has a hold on me
Love has a hold on me

I don't have the answers to all of the questions
Running inside of my mind
But I can't help believe that
Understanding comes in time

Love has a hold on me
Something opened up my eyes to see
Love has a hold on me
Love has a hold on me

If I run, if I hide, I know inside of me
Your love has a hold on me
Tell me yes, tell me no, my heart will follow
Your love has a hold on me
"
Parade,Alphaville,1994,https://www.azlyrics.com/lyrics/alphaville/parade.html,"The crowd is looking drowned
and a mother in tears
there are flipflapping flags in the silence
and a national anthem's a blues in these days

flag him down, rest in peace
what peace do you mean when the boys are coming back

he's live on tv
he's dead as a hero can be
but he didn't die for nothing, my dear
the video of his death is travelling the world

flag him down, rest in peace
what peace do you mean when the boys are coming back
in coffins

way back in the crowd
a girl says goodbye to a boy
to a boy who's parading to heaven
and she puts all the blame on the gouvernment

he's live on tv
dead as a hero can be
...when the boys are parading to heaven, my friend
put all the blame on you
on you
"
Wish I Could,"Jesus And Mary Chain, The",1994,https://www.azlyrics.com/lyrics/jesusandmarychain/wishicould.html,"We were searching for a fire
And we settled for a spark
Sparks glow like stars in the dark
Of course they do just like you

And I wish that I could fall for you
Yeah I wish that I could fall for you
Yeah I wish that I could fall

Well jesus walked
On the water on the water
We walk on dampness too
Yes we do through and through

If we had the time we'd take it
If we had the mind we'd make it
If we had the love
We could leave this world behind

Oh I wish that I could fall
Yeah I wish that I could fall
Yeah I wish that I could fall
"
Garis Warna,GIGI,1994,https://www.azlyrics.com/lyrics/gigi/gariswarna.html,"Ku berjalan antara garis warnamu
Membuat hati bertanya
Kadang muncul warnamu yang aku suka
Kini jelas terasa

Tanpa batas rasakan juga warnaku
Dengan mata hatimu
Kadang muncul warnaku yang engkau suka
Kita nikmati rasa

Ku melayang kau melayang
Bersama lingkar waktu
Hilangkan semua hayal
Kini kita usah pikirkan mereka
Biar begitu adanya
Nikmat ini datangnya hanya sesaat
Jangan sia-siakan
"
Sailin' 'Cross The Devil's Sea,"Allman Brothers Band, The",1994,https://www.azlyrics.com/lyrics/allmanbrothersband/sailincrossthedevilssea.html,"Lately I don't know where I went wrong, 
But the spell of that pretty young girl is far too strong, 
Between her fine perfume and angel face, 
My whole world became another place. 
The dark side of her intelligence was so strong, 
Soon there'll be no difference in right or wrong. 
Next thing I know I had a key that unlocked her door. 
I could not wait to hear the siren song, 
The beginning of the end of my happy home. 
Sailin', sailing 'cross the devil's sea, oooh, hooo, 
too blind in love, too blind to see. 
Heard them say the payback's double-fold, 
Just can't seem to remember who I bought and sold. 
I'll probably still be here when you come around next year, 
Trying to climb from this deep dark hole. 
I'll be damned if I just don't feel I'm growin' old. 
Sailing, sailing 'cross the devil's sea, ohhh, hooo, 
Too blind in love, too blind to see.
Cause she was eviler than evil, slippery like a fox, 
set me up with pain and woe and, I swear it won't seem to stop. 
If I could just remove her hook from deep from within my soul, 
Swear I'll leave and not come back, just let me out that door. 
Sailin', sailing 'cross the devil's sea, ohhh, hooo, 
Too blind in love, too blind to see.
"
Ashes In Your Mouth (Live),Megadeth,1994,https://www.azlyrics.com/lyrics/megadeth/ashesinyourmouthlive.html,"People have round shoulders from fairing heavy loads
And the soldiers liberate them, laying mines along their roads
Sorrow paid for valor is too much to recall
Of the countless corpses piled up along the wailing wall
Melting down all metals, tturning plows and sheats to swords
Shun words of the Bible, we need implements of war
Chailknes and red puddles of those who have been slain
Destiny, that crooked schemer, says the dead shall rise again
Where do we go from here?
And should we really care
The end is finally here
God have mercy
Now we've rewtitten history
The one thing we've found out
Sweet taste of vindication
It turns to ashes in your mouth

If you're fighting to live
It's OK to die!
The answer to your question is...
Welcome to tomorrow!

Where do we go from here?
God have mercy!
"
Unrelated Thing,They Might Be Giants,1994,https://www.azlyrics.com/lyrics/theymightbegiants/unrelatedthing.html,"Do you smile 'cause I'm funny? said the man
I wasn't joking and I meant the thing I said
Not at all, not at all
Said the woman to the man
I was thinking of an unrelated thing

Unconnected and free
No relationship to anything

How come you never look me in the eye?
Aren't you listening to me said the man
Not at all, not at all
Said the woman to the man
I'm still thinking of an unrelated thing

Somewhere other than here
Something else besides the man

Please explain the expression on your face
Then I'll know what's beneath it said the man
No you won't, no you won't
Said the woman to the man
I'll be thinking of an unrelated thing
I'll be thinking of an unrelated thing
"
Long Ago,"Carey, Mariah",1995,https://www.azlyrics.com/lyrics/mariahcarey/longago.html,"Once upon a time, you whispered softly in my ear
Loving words and fairy tales that I longed to hear
I gave you my body and soul and you took control
As you slowly swept me up and carried me away

You told me pretty lies
As I held onto you tight
You knew how to get your way
Ignorance was bliss in your warm embrace

Long ago, you used to want me
Now it's all so far away (Now it's all so far, so far)
But you still haunt me
And take me back to yesterday

Every now and then I drown in thoughts of yesterday
And the fool's paradise that you blew away
I feel you beside me again and remember when
You came to my window on a dark and stormy day

Baby, I need you now (I need you, baby, right now)
'Cause tonight I'm crumbling down
Sinking in the memories
Shadows of you keep watching over me

Long ago, you used to want me
Now it's all so far away (Now it's all so far)
But you still haunt me
(You still haunt me, you still haunt me, yes you do, baby)
Long ago you used to want me
Now it's all so far away
But you still haunt me (Haunt me)
Take me back to yesterday

So long ago, so long ago, so long ago
So long ago, so long ago, so long ago
So long ago, so long ago, so long ago

Baby, I need you now (Oh, I need you right now, boy)
'Cause tonight I'm crumbling down
Sinking in the memories
Shadows of you keep washing over me

Long ago, you used to want me
Now it's all so far away
But you still haunt me
And take me back to yesterday
Long ago, you used to want me
Now it's all so far away
But you still haunt me
So long ago
Long ago, you used to want me
Now it's all so far away
But you still haunt me
"
Deep Down,"Tillis, Pam",1995,https://www.azlyrics.com/lyrics/pamtillis/deepdown.html,"You know everyday I walk down memory lane 
Trying to find a way past the same old pain 
Ah you know, but now the message is loud and it's clear 
There ain't no way to get there from here 

Yeah I've finally realized that's the way things are 
I got the bleeding stopped but there's gonna be a scar 
I know I'll go on living but you're always gonna be around 
Deep down, deep down 

Well, I know an old soldier who walks with a limp 
From a war he's still fightin' inside of him 
And just like me he'll go to his grave 
Nursin' a pain that won't go away 

Yeah I've finally realized that's the way things are 
I got the bleeding stopped but there's gonna be a scar 
I know I'll go on living but you're always gonna be around 
Deep down, deep down 

Maybe I really don't wanna be through 
With all the memories I have of you 
We had some bad times but we had good times too 

Yeah I've finally realized that's the way things are 
I got the bleeding stopped but there's gonna be a scar 
I know I'll go on living but you're always gonna be around 
Deep down, deep down 

You'll always be around 
Deep down
"
The Day I Was Born,EMF,1995,https://www.azlyrics.com/lyrics/emf/thedayiwasborn.html,"Wish me luck
I'll take anything this world can throw me
I'll love it and leave it and
Kiss the world goodbye you see
I'll travel my journey
With a suicide pack
I'll be free
Hello, goodbye, the best of luck
I'm gone 

From the day I was born
I lived my live to the full
Tried everything once
Now I'm ready for more
Now I'm ready for more 

I'll think of my live
The days turn from months, to years
To nothing
I didn't think, I'd have the guts
To go with it
I'll think of my friends
The people I hate and the people
I never got to meet
Hello, goodbye, the best of luck 
I'm gone
From the day I was born... [Etc]

So good to see you
But now I'm movin' on
Been good to be here
But it's gone on too long
It's good to see you... So good
To see the back of you

Where you ever misunderstood?
Did anyone say you have to stay?
Think of the happiness you bring
Think of the day you were born 

Remember my family yeah
Keep my habits clean you see
I'll bless the beggar's dog
If god blesses the trees
Stay out of trouble you know
Keep the cream on the cake
Take no ones word for nothing
Thank you goodnight
Best of luck
I'm gone 

From the day I was born... [Etc]

[Chorus]
"
God Is Good All The Time,"Moen, Don",1995,https://www.azlyrics.com/lyrics/donmoen/godisgoodallthetime.html,"God is good all the time
He put a song of praise in this heart of mine
God is good all the time
Through the darkest night, His light will shine
God is good, God is good all the time

God is good all the time
He put a song of praise in this heart of mine
God is good all the time
Through the darkest night, His light will shine
God is good, God is good all the time

If you're walking through the valley
And there are shadows all around
Do not fear, He will guide you

He will keep you safe and sound
He has promised to never leave you
Nor forsake you, and His word is true

God is good all the time
He put a song of praise in the heart of mine
God is good all the time
Through the darkest night, His light will shine
God is good, God is good all the time

We were sinners and so unworthy
Still for us He chose to die
Filled us with His Holy Spirit

Now we can stand and testify
That His love is everlasting
And His mercies, they will never end

God is good all the time
He put a song of praise in this heart of mine
God is good all the time
Through the darkest night, His light will shine
God is good, God is good all the time

Though I may not understand
All the plans you have for me
My life is in your hands
And through the eyes of faith
I can clearly see 

God is good all the time
He put a song of praise in this heart of mine
God is good all the time
Through the darkest night, His light will shine
God is good, God is good all the time

God is good all the time
He put a song of praise in the heart of mine
God is good all the time
Through the darkest night, His light will shine
God is good, God is good all the time
"
Merchant Of Love,"Armatrading, Joan",1995,https://www.azlyrics.com/lyrics/joanarmatrading/merchantoflove.html,"You're selling emotions
That I can't buy
Don't want the sadness
Price is far too high
And I don't want
I don't need your package lies
I've got too much in store 

Someone help me
Find the merchant of love
Selling heaven here on earth
I've bought pain and measures 
Of pure heartache
I've had all I can take

I'm willing to wait
For lasting pleasure
With promises
That won't ever break
Someone help me
Find the merchant of love
With a full guarantee

I'd travel
Miles and miles and miles
To find the place
With treasures
Much more rich than gold
I just want a heart
That captures my soul
And I'm willing to wait

I'm willing to wait
For lasting pleasure
With promises
That won't ever break
Someone help me
Find the merchant of love

Someone help me
Find the merchant of love
With full guarantee
"
True Love Travels A Gravel Road,"Highwaymen, The",1995,https://www.azlyrics.com/lyrics/highwaymen/truelovetravelsagravelroad.html,"[Kris:]
How many girls
Choose cotton-dress worlds
When they could have satins and lace?
Stand by her man
Through good times and bad
And still keep a smile on her face?

[Willie:]
And how many hearts
Could face the winters we've known
And still not turn cold?

[All:]
True love travels on a gravel road

[Willie:]
Love is a stranger and hearts are in danger
On smooth streets
Paved with gold

[All:]
True love travels on a gravel road

[Johnny:]
Down through the years
We've had hard times and tears
But it only makes our love grow
And we'll stay together
No matter how hard the wind blows

[Waylon:]
Not once have I seen your
Blue eyes fill with envy
Or stray from the warmth
That they hold

[All:]
True love travels on a gravel road

[Willie:]
Now love is a stranger and hearts are in danger
On smooth streets paved with gold

[All:]
True love travels on a gravel road
True love travels on a gravel road
True love travels on a gravel road
True love travels on a gravel road
True love travels on a gravel road
True love travels on a gravel road
True love travels on a gravel road
True love travels on a gravel road
True love travels on a gravel road
"
The Song Is You,Frank Sinatra,1995,https://www.azlyrics.com/lyrics/franksinatra/thesongisyou.html,"I hear music when I look at you
A beautiful theme of every dream I ever knew
Down deep in my heart I hear it play
I can feel it start, then it melts away

I hear music when I touch your hand
A beautiful melody from some enchanted land
Down deep in my heart, I hear it say
""Is this the day?""

I alone have heard this lovely strain
I alone have heard this glad refrain
Must it be forever inside of me?
Why can't I let it go? Why can't I let you know?

Why can't I let you know the song my heart would sing?
Beautiful rhapsody of love and youth and spring
The music is sweet, and the words are true
The song is you

[instrumental]

Why can't I let you know the song my heart would sing?
That beautiful rhapsody of love and youth and spring
The music is sweet, and the words are true
The song is you
"
Faithfully,Peter Cetera,1995,https://www.azlyrics.com/lyrics/petercetera/faithfully.html,"Some say it's just the nature of the beast
When you love somebody so passionately
Time has a way stealing
That raging fire you're feeling
Leaving the ashes laying at your feet

Those fools of little faith will never know
Those higher places two hearts can go
Where time is standing still
And love will burn until
The heaven and the earth have come and gone

This fire inside for you is constant as the morning star
And you will be forever in my heart
As long as there's a river searching for an endless sea
I will always love you... faithfully

Tonight we'll raise a glass to lovers, across the ages
We'll hold each other and toast to the day
When history (is) said and done and we'll still stand as one
Some things were never meant to fade away

This fire inside for you is constant as the morning star
And you will be forever in my heart
As long as there's a river searching for an endless sea
I will always love you ...faithfully

This fire inside for you is constant as the morning star
And you will be forever in my heart
As long as there's a river searching for an endless sea
I will always love you... faithfully
"
Stalemate,Nada Surf,1996,https://www.azlyrics.com/lyrics/nadasurf/stalemate.html,"Stalemate when do I jump out of the cake
Stalamate when do we admit it's a fake
Stalemate when do I jump out of the cake

I'm the nervous watcher
And I watch
Time to turn it on
But i turn it off
70% of the time I watch
Useless and over the line
Stuck

Stalemate
Jailbreak
When do we admit it's not safe
It's not safe in a jail
It's not safe in a safe
When do we admit it's not safe

Should have been a wreck
Might have been a wreck
I don't know how it can last
I don't know why it doesn't crash
Stalemate Stalemate
When do I jump out of the cake
"
Drink Drank Punk,Anti-Flag,1996,https://www.azlyrics.com/lyrics/antiflag/drinkdrankpunk.html,"Gulp, gulp, gulp
I want to drink more beer
Until I puke
Drink Drank Punk
I'm so cool
I can drink so much
I can drink more than you
Drink Drank Punk
Met a girl at the bar oh
She was a 10 at 2:00 
I gave her four stars oh
I took her home 
she spent the night oh
At 10:00 AM she was a FRIGHT
Some old guy bought me some alcohol
We got druck at the mall
Drink Drank Punk
Mom's gonna get us at the mall oh
In a druken stupor hope I don't fall oh
I chew on a big wad of gum oh
Mom won't notice, she's old and DUMB
Drink Drank Punk
"
World Is Static,Jimmy Eat World,1996,https://www.azlyrics.com/lyrics/jimmyeatworld/worldisstatic.html,"The longest time away
Last time, the friends we made
Longest time away
Best friend's too cheap to stay

Of course I'll go with you
Not every day I get to
Of course I'll stay with you
How often?

Pictures tell so much
They remind me often
Your voice brings back so much
Situations

Between the money and your every move, acceptance
Between the money and your every move
(We both know things never change)
Between the money and your every move, acceptance
(We both know static prevails)
Between the money and your every move

The longest time away
The longest time away
The longest time away
My friend

Pictures tell so much
They remind me often
Your voice brings back so much
Situations

Between the money and your every move, acceptance
Between the money and your every move
(Take a seat at your request)
Between the money and your every move, acceptance
(Five years, I'm still there)
Between the money and your every move
Between the money and your every move, acceptance
(We both know things never change)
(Take a seat at your request)
Between the money and your every move
(Five years, I'm still there)
(We both know static prevails)
Between the money and your every move, acceptance
(Take a seat at your request)
(We both know things never change)
Between the money and your every move
(Five years, I'm still there)
(We both know static prevails)
"
Bloke,Republica,1996,https://www.azlyrics.com/lyrics/republica/bloke.html,"You've got red shoes, and the sports car
You think you're really cool, I gotta say
You just don't know what games to play
You like football, and play on saturdays
When the weekends gone, you go to work
In a nasty office as a filing clerk

So don't you tell me, I'm not listening
I've already heard it
You better watch you're back
I'm gonna take you on, I'm gonna take you on
I'm gonna take you on, I'm gonna take you on
I'm gonna take you on, I'm gonna take you on

Mobile, but bo conversation
You've got credit cards, megadrive
Fax me lunch, Mr. 9 to 5
You've got timeshare, for your holidays
It's the same routine, the life you lead
The friends you keep, you're lack of taste

So don't you tell me, I'm not listening
I've already heard it
You better watch you're back
I'm gonna take you on, I'm gonna take you on
I'm gonna take you on, I'm gonna take you on
I'm gonna take you on, I'm gonna take you on
"
I Don't Believe A Word,Motorhead,1996,https://www.azlyrics.com/lyrics/motorhead/idontbelieveaword.html,"Don't talk to me, I don't believe a word
Don't try to make me feel alright
All the love in all the world
Is not enough to save my soul tonight
Don't be my friend I'm not a fool
Don't talk of things that we cannot see
When all the ones that sing the blues
Sometimes I think of how it used to be

I have seen the Devil laugh
I have seen God turn his face away
I have nothing left to lose
I have nothing left to say
I have seen the sky turn black
I have seen the seas run dry
I have nothing that is yours
I have nothing now that is not mine

Don't look at me your eyes are cold & hard
Don't wonder that I turn to you
All the grief in all the world
Is not enough to make me comfort you
Don't tell me lies, I'm not a dog,
Don't talk of love it seems to me
All the people that we rob
Sometimes I think of how they used me

I have seen the fires of Hell
I have seen Angels with flaming swords
I have nothing that is mine
I have much that could be yours
I have seen the eye of God
I have heard lies that are true
I have nothing for myself
I have nothing I would give to you

Don't say that word, I know it's only fools
Who do not know their fate is just
All the justice in the world
Is not enough to buy my faith & trust
Don't make that face I won't be pleased
Don't make a sideshow of yourself
All the people we released
Sometimes I think you're someone else

I have been where none have been
In the empty howling rooms
I have everything I need
I have everything you stand to lose
I have seen the diamond worlds
I have seen the shape of space
I have nothing but the world
I have nothing to take its place
I don't believe a word, I don't believe a word ...
"
Wait,Steelheart,1996,https://www.azlyrics.com/lyrics/steelheart/wait.html,"Ain't the world such a lonely place
All caught up, I fight the wait.
Am I the one that hides the pain, After all the fights the same.
Wait,
Wait, feel my heart it's slowing down
Wait,
I'm waiting for love cause I need you now.

Heaven must try to steer us right
and though it's sad, I lie,
the frozen sunshine and crowed rain, I switch reasons, 
here it comes again.
Wait,
I'm waiting, feel my heart it's slowing down
Wait,
I'm waiting for love cause I need you now
I need you now
(yes....so I reach for light......I feel.....nothing)
You know, You know love is hard to find, I don't let me go
I try, I try
Wait
I'm waiting, feel my heart it's slowing down
Wait,
I'm waiting for love, cause I need you now
I need you now
Oh, Oh, (feel my heart) It's slowing down
Oh yea, Oh yea, I'm waiting for love
I need you now
Wait
"
Seduces Me,"Dion, Celine",1996,https://www.azlyrics.com/lyrics/celinedion/seducesme.html,"Everything you are
Everything you'll be
Touches the current of love
So deep in me
Every sigh in the night
Every tear that you cry
Seduces me

All that I am
All that I'll be
Means nothing at all
If you can't be with me
Your most innocent kiss
Or your sweetest caress
Seduces me

I don't care about tomorrow
I've given up on yesterday
Here and now is all that matters
Right here with you is where I'll stay

Everything in this world
Every voice in the night
Every little thing of beauty
Comes shining thru in your eyes
And all that is you becomes part of me too
'Cause all you do seduces me

And if I should die tomorrow
I'd go down with a smile on my face
I thank God I've ever known you
I fall down on my knees
For all the love we've made

Every sigh in the night
Every tear that you cry
Seduces me seduces me
All that you do , , , .. Seduces me
"
A Side Wins,Sloan,1996,https://www.azlyrics.com/lyrics/sloan/asidewins.html,"Where is my camera
This picture denies all my ties
To this side of the road
And maybe in Florida
I'd hold up myself for the keys
To the cramp in your style

I raise my glass to the cut and dry
To the amplified
I raise my glass to the B-side

I, I live through everything
'Cause I'm overdressed
Yeah overdressed when I'm put to a test

If news
Of every inch of you, were sold by Friday
In my way, I'd spread your wealth
And drink up to your health

I raise my glass to the cut and dry
To the amplified
I raise my glass to the B-side
"
Que Digan Misa,"Fernandez, Alejandro",1996,https://www.azlyrics.com/lyrics/alejandrofernandez/quediganmisa.html,"Yo te he de querer prietita
ya te traigo aquí clavada
no importa que digan misa
tampoco que estés casada
ya sueño con tu sonrisa
y tu carita en mi almohada

Las piedras por el camino
se encuentran de andar rodando si así lo quiso 
el destino yo te seguiré adorando que al fin que 
con mi cariño a naiden le causo daño

No fue mi culpa ya lo vez
que me besaras hace un mes
yo no pensaba abrirle a nadie el corazón por eso 
quiero que me des esos besitos otra vez
pa que la gente nos critique con razón

Las piedras por el camino...
"
"Blame, Etc.","Afghan Whigs, The",1996,https://www.azlyrics.com/lyrics/afghanwhigs/blameetc.html,"My lust it ties me up in chains
My skin catches fire at the
Mention of your name
No matter what I tried to do
I could not lose it

Now I know my heart is being used
But what I'm not allowed to have
I never could refuse
No matter what I tried to do
I stood accused

But I reply, that I don't believe
I'm ever gonna die, I don't
Do you?

Blame, deny, betray, divide
A lie, the truth, which one shall I use?
Whatcha gonna do? I know
Whatcha gonna do? I know
I know, I know

Your sanctimony is showing my dear
The acrimony hangs in the air
Beware of who you trust in this world
Beware the lies about
To unfurl

I reply, that I don't believe
I'm ever gonna die, I don't
Do you?

You were blind
But you are not alone in this
As I was once
Like you

Blame, deny, betray, divide
A lie, the truth, which one will I use?
Whatcha gonna do? I know
Whatcha gonna do? I know
Whatcha gonna do? I know
Whatcha gonna do? I know
I know, I know, I know
"
Safe And Sound,Andrew Gold,1996,https://www.azlyrics.com/lyrics/andrewgold/safeandsound.html,"The night has come so gently sleep
And drift into your dreams
Of worlds beyond, of joy and peace
Not like the one you live

This place is dark and full of lies
And hurts that never heal
Sleep dissolve and when you rise
May all your dreams be real

The future lies with you my child
My precious golden one
This earth was green and full of hope
But look what we have done

All the battles we have lost
The bridges we have burnt
Sleep dissolve, you'll get across
And still the world will turn

So far away from the shadows we make
Stars that surround you shine bright
Know that I love and when you awake
Bring back a message of light

If I could change the world I knew
The answer will be found
So make your way tonight dissolve
And come back safe and sound
Come back safe and sound
"
Besame Mucho,BZN,1997,https://www.azlyrics.com/lyrics/bzn/besamemucho.html,"The palm trees are quietly swaying
The taste of a sweet summer wine
That look in your eyes, oh this must be paradise

Your whispers are killing me softly
Seduce me this starry night
I feel swept off my feet
In my heart burns the heat
The heat from your Spanish eyes

I will never forget the words that you said:
'Yo te amo, mi amor'

Besame (besame), besame mucho
Mi primer (mi primer), primer amor
Besame (besame), besame mucho
You're the one I'm waiting for
Besame (besame), besame mucho
Yo te quiero (yo te quiero), mi amor
Besame (besame), besame mucho
Oh, it's you, only you I adore

A soft breeze gets up in the darkness
We walk on the moonlit sand
I feel swept off my feet
In my heart burns the heat
The heat from your Spanish eyes

I will never forget the words that you said:
'Yo te amo, mi amor'

Besame (besame), besame mucho
Mi primer (mi primer), primer amor
Besame (besame), besame mucho
You're the one I'm waiting for
Besame (besame), besame mucho
Yo te quiero (yo te quiero), mi amor
Besame (besame), besame mucho
Oh, it's you, only you I adore
Besame (besame), besame mucho
Oh, it's you, only you
That I adore
"
Wayward Soul,"Cocker, Joe",1997,https://www.azlyrics.com/lyrics/joecocker/waywardsoul.html,"Strange days
Out on my own
I'm a wayward soul
Comin' home
Something so sweet
At the end of the road
yes I'm a wayward soul
Comin' home

Some people got money
Some people got fame
All I had was confusion
Calling out my name
Found a new direction (found another direction)
Don't have to be alone
Just a wayward soul comin' home

Been kicked around
Like you kick a stone
Life has shown me things I've never known
But there's something so sweet
At  the end of the rosd
I'm just a wayward soul
Comin' home

Some people got money
Some people got fame
All I had was confusion
Calling out my name
Found a new direction (found another direction)
Don't have to be alone
Just a wayward soul comin' home
"
Keith B - Real III (Interlude),"Smith, Will",1997,https://www.azlyrics.com/lyrics/willsmith/keithbrealiiiinterlude.html,"Excuse me I know him I know him excuse me Will
Charlie get this boy up out of here
I know I know I know hold up just give me one second man
Keith what man
When I look back at this I realise I came at you sideways and I apologise
You damn right you came at me sideways
Right right
I'm having a party man my album release
Nice party listen I like the ice the slaves
You disrespecting my whole thing
I didn't mean to man its just I have one thing I wanna ask you before I get out of here
What is it Keith
I'm doing something man that's taking me to the next the next century it's a barbershop okay slash studio
Feel it
Yeah
See now what it is wait wait hold yourself what it is while your getting your hair cut your getting your demo cut while they pushing up the faders your getting a fade
Yeah that's hot
You feel it you feeling it
That's hot that's hot
All I need is the up front money to get the clippers and the oil cause Rudy and my other boy he got the reels and everything we going into DAT everything DAT
You know what I can feel that I can feel that idea Keith
Right
Will give you money on the back end and I'll cut you in on the motivational tapes and everything You'll have your whole syndicate
You know what that's hot I can feel that listen
You know what write your number down
Write it down for me
Right let me write it
Let me write you know what about the number man the phones off right now
Somebody cloned my home number man yeah and the bill done voluptuated so that wont be on until the latter part of the year but you know I'm a give you the future number what they called and said is gonna be the future number its clone free
I'm a call you I'm a call you Keith
Hey you keep it real
That's my line
Yeah okay
You be cool man
Charlie take it easy man
This is Keith B Real signing off
And that boy Will Smith Big Willie Style baby yeah Big Willie I feel you
"
